FID_,band1_ndvi,band2_gndvi,band3_evi,band4_savi,tons_area
1533,0.81466049,0.722207665,0.632803917,0.576429069,6.85
3651,0.852636456,0.758817732,0.685199201,0.613809407,6.85
163,0.743688285,0.668545544,0.473640054,0.466253608,6.86
1191,0.802749515,0.718442142,0.576515257,0.547621608,6.86
28,0.780694604,0.715827167,0.57203567,0.540432274,6.87
101,0.837403715,0.731858492,0.606562614,0.567777634,6.87
2588,0.747946203,0.67757076,0.493108124,0.484751165,6.87
1685,0.804232419,0.722221851,0.577174783,0.551628947,6.88
2709,0.844510615,0.75152266,0.626437843,0.583794057,6.88
2835,0.814639509,0.71510905,0.600703835,0.560792089,6.88
3682,0.849146724,0.74149406,0.608694792,0.57491827,6.88
1586,0.826411307,0.746950924,0.623139262,0.572320104,6.89
2545,0.81904012,0.727469444,0.572349787,0.531959295,6.89
2697,0.832043469,0.757742584,0.579213977,0.54556638,6.89
3734,0.845720649,0.763952672,0.625177085,0.58058095,6.89
395,0.838596404,0.739602268,0.638922989,0.588812411,6.9
714,0.827307642,0.733839989,0.640617549,0.575630784,6.9
2368,0.865632951,0.783505559,0.632916749,0.587998688,6.9
3080,0.783098459,0.713520408,0.524214208,0.508489192,6.9
893,0.82493192,0.754789472,0.577807963,0.54513377,6.91
1343,0.819210172,0.718468904,0.573371768,0.543461502,6.91
1396,0.81668222,0.73534894,0.606247365,0.552535713,6.91
976,0.785965919,0.695389509,0.526100397,0.508968592,6.92
3333,0.83960557,0.746121943,0.626170874,0.584863842,6.92
3524,0.845745742,0.760311961,0.661985397,0.605205357,6.92
37,0.846987724,0.759548962,0.668383896,0.602906764,6.93
3308,0.726973295,0.654771745,0.459516823,0.45798111,6.93
1507,0.806192636,0.737413526,0.615526199,0.568476856,6.94
1967,0.845126569,0.741918325,0.615858257,0.575683534,6.94
2927,0.856927514,0.782094777,0.673985481,0.616630673,6.94
3222,0.876727045,0.770244718,0.672614396,0.618772089,6.94
519,0.753738105,0.686245382,0.513579726,0.499994516,6.95
845,0.792749047,0.711597562,0.567643285,0.542044878,6.95
1064,0.762708485,0.689289868,0.487731695,0.483111799,6.95
1427,0.830749869,0.716764867,0.642459154,0.587905228,6.95
2935,0.8342188,0.746652484,0.6567083,0.603901923,6.95
303,0.840991914,0.761803091,0.605938733,0.568206906,6.96
648,0.857307553,0.764474094,0.680977523,0.624731123,6.96
1102,0.834723532,0.756905854,0.653784633,0.601911664,6.96
3627,0.826180935,0.756004155,0.528337359,0.512187958,6.96
20,0.853793323,0.758640349,0.630224228,0.586588562,6.98
1053,0.717379689,0.656704664,0.45689705,0.453756034,6.98
264,0.870155632,0.772516251,0.702198803,0.641726434,6.99
546,0.817712963,0.740002155,0.622566998,0.57559669,7
863,0.864530087,0.774433255,0.740612566,0.658143461,7
1072,0.809245646,0.734620631,0.591794848,0.556650817,7
3558,0.837054372,0.761683047,0.591752052,0.552452683,7
89,0.795220673,0.703678429,0.572443724,0.534853458,7.02
3234,0.773008585,0.747085929,0.643892646,0.580277741,7.02
3684,0.84265703,0.7344082,0.643133342,0.594522953,7.02
2436,0.843330085,0.753950655,0.706994951,0.621197343,7.03
2864,0.826740742,0.731990635,0.579094827,0.547794878,7.03
3449,0.843003273,0.764572859,0.667045474,0.608932495,7.03
17,0.811362445,0.717055559,0.570616901,0.544690311,7.04
159,0.797966301,0.708235264,0.569832623,0.533367813,7.04
1393,0.860959411,0.769291997,0.763049006,0.679309666,7.04
1418,0.826014102,0.737263918,0.579882205,0.550656974,7.04
2413,0.834955037,0.731780648,0.573285341,0.549136519,7.04
3111,0.834534645,0.735956669,0.599965215,0.566317558,7.04
3249,0.864483774,0.762533605,0.685716152,0.629452884,7.04
3522,0.817349255,0.727805614,0.580537498,0.551196814,7.04
1015,0.825334489,0.745425045,0.574825406,0.546102345,7.05
2335,0.846957624,0.751420915,0.641548753,0.596201956,7.06
3221,0.808158636,0.739552319,0.522142589,0.508991897,7.06
3640,0.846680939,0.7477687,0.633010447,0.589732349,7.06
2911,0.787227631,0.704705238,0.533654094,0.51211071,7.07
2815,0.862416446,0.767917573,0.67217797,0.619461536,7.08
2818,0.861370921,0.809389114,0.665909767,0.61358887,7.08
1086,0.812561214,0.731008708,0.686297119,0.611254275,7.09
1925,0.798735321,0.721817553,0.597857416,0.54615891,7.09
2442,0.854415953,0.766685903,0.665220022,0.610057592,7.09
358,0.844169021,0.743860841,0.609781206,0.567951441,7.1
1259,0.808479071,0.744870663,0.571722448,0.543619514,7.1
2988,0.826768041,0.728010297,0.683319449,0.605566084,7.1
3649,0.807834983,0.732930005,0.573993206,0.542471826,7.1
749,0.80236578,0.728370011,0.578667045,0.537577033,7.11
1737,0.848288357,0.766549647,0.638471603,0.591409206,7.11
2079,0.812560439,0.728498638,0.631784499,0.58536607,7.11
2327,0.805858433,0.748160839,0.541891813,0.530223846,7.11
2404,0.865508914,0.774728298,0.613600969,0.575473368,7.11
3247,0.868739426,0.786188781,0.623394787,0.591214478,7.11
1946,0.846225142,0.746982813,0.621652365,0.575973868,7.13
707,0.786928833,0.703313291,0.56414938,0.527542889,7.14
1450,0.840822399,0.748958409,0.657297909,0.605358779,7.15
3646,0.795478344,0.697304606,0.569709837,0.542918444,7.15
150,0.840777159,0.73396039,0.640198052,0.598006845,7.16
975,0.826861262,0.760638714,0.576435268,0.543174565,7.16
793,0.7304793,0.66906321,0.471259296,0.463196337,7.17
839,0.836519957,0.76352489,0.522565961,0.514948606,7.17
2069,0.815005779,0.744245052,0.644093692,0.594910383,7.17
2403,0.813408315,0.760295928,0.527141511,0.507065535,7.17
354,0.819202125,0.722744644,0.607011974,0.567455828,7.18
441,0.829612672,0.737842739,0.626118064,0.582449019,7.18
480,0.839831769,0.737549901,0.66809535,0.590384722,7.18
789,0.806083262,0.720081389,0.622616708,0.574010253,7.18
2247,0.869313061,0.770472109,0.690719545,0.632146955,7.18
3090,0.850053728,0.739995241,0.655858159,0.606422663,7.18
360,0.81235534,0.712978601,0.616252661,0.570804358,7.19
1487,0.79675895,0.72934556,0.478774816,0.466870695,7.19
1596,0.81220001,0.727840364,0.585071027,0.548868895,7.19
2332,0.846087575,0.746373653,0.645721972,0.598895729,7.19
2601,0.789157808,0.723787367,0.535314739,0.510043919,7.19
248,0.864621699,0.771893978,0.733543515,0.661771297,7.2
697,0.863292038,0.768287599,0.689585924,0.622485936,7.2
754,0.875587225,0.779910743,0.642732918,0.595799208,7.2
2440,0.860464752,0.777551413,0.619268656,0.571900785,7.2
3101,0.74588871,0.692815304,0.486999393,0.481186926,7.2
637,0.841756582,0.74912554,0.607010245,0.567383528,7.22
1545,0.79328239,0.693173409,0.576557994,0.551297307,7.22
2770,0.73960501,0.69608885,0.486927629,0.476912469,7.22
2597,0.77289927,0.695913374,0.513077021,0.503014624,7.23
3153,0.853851259,0.752525449,0.651737452,0.602474034,7.23
1941,0.823040664,0.754238129,0.631823421,0.590647578,7.24
3013,0.848628461,0.755234838,0.642917991,0.595400453,7.24
167,0.848670721,0.746979415,0.639294147,0.592372537,7.25
531,0.845306158,0.741517961,0.633429825,0.589334607,7.25
3624,0.799402475,0.720302701,0.57621634,0.537846684,7.25
1522,0.829502106,0.737343669,0.677535832,0.604846835,7.26
2790,0.772567451,0.700724959,0.544902802,0.515773773,7.26
2946,0.785508752,0.728073537,0.533353925,0.499843717,7.26
748,0.844871044,0.795202911,0.5724352,0.53288728,7.27
2331,0.828264892,0.741627216,0.630573928,0.585440516,7.27
1467,0.816889167,0.736449718,0.572541893,0.544719458,7.28
2926,0.809981823,0.740497112,0.595313847,0.557821155,7.28
846,0.805952013,0.718567848,0.597553372,0.565665603,7.29
1115,0.797993302,0.70681411,0.572446704,0.54042238,7.29
3030,0.801451087,0.72863245,0.571047723,0.54066956,7.29
2031,0.849777043,0.760648429,0.671396375,0.615461767,7.3
832,0.857779682,0.760212362,0.654855788,0.59551549,7.31
2322,0.874245226,0.790975809,0.593600333,0.557687402,7.31
2813,0.776142299,0.692821741,0.585921943,0.55738771,7.31
2925,0.830889821,0.739940941,0.641463637,0.586220801,7.31
3163,0.81606257,0.724362493,0.553950369,0.540303648,7.31
352,0.817907929,0.746151149,0.544022441,0.525944948,7.32
973,0.824114799,0.742424548,0.566283226,0.542202234,7.32
1198,0.815095603,0.721508861,0.610022664,0.574222386,7.32
1829,0.820667624,0.713890016,0.617293298,0.573523283,7.32
2334,0.856081486,0.747959495,0.664537847,0.610100687,7.32
2687,0.851500571,0.746416807,0.660455406,0.607151747,7.32
2831,0.835094273,0.746631265,0.642309129,0.585841894,7.32
1405,0.841160297,0.744303584,0.642549515,0.570628524,7.34
1962,0.844599068,0.746885657,0.612586021,0.569397807,7.35
624,0.825986385,0.724178612,0.596103847,0.563503504,7.36
1344,0.845542967,0.751294851,0.583561063,0.550237417,7.36
936,0.794819653,0.715810299,0.553394079,0.53212595,7.37
14,0.821030617,0.723772168,0.594504535,0.558008611,7.38
2589,0.822790444,0.740293086,0.59534955,0.555686891,7.38
1509,0.806717932,0.724634171,0.582810104,0.543415606,7.39
3485,0.801074445,0.71559602,0.573994696,0.536611736,7.39
1373,0.838041067,0.731324255,0.651264429,0.600978196,7.4
3506,0.851159453,0.768747807,0.665088534,0.60750097,7.4
1026,0.802215695,0.750988901,0.541568935,0.515216649,7.42
2688,0.840162635,0.749595344,0.655031502,0.595431626,7.42
2795,0.781326592,0.746563137,0.584267616,0.557127118,7.42
3644,0.846055448,0.752635419,0.633391738,0.589839995,7.42
3703,0.792177975,0.700260341,0.59183836,0.557324708,7.42
166,0.862720788,0.766852081,0.691782653,0.630305946,7.43
296,0.791634679,0.711416066,0.575568557,0.544634879,7.43
1470,0.814911962,0.720046341,0.598854065,0.559816778,7.43
2843,0.807033658,0.733884871,0.521646082,0.504453361,7.43
38,0.84560734,0.756443977,0.631924689,0.583374083,7.44
1108,0.79178232,0.732127666,0.478904754,0.473812133,7.44
2013,0.815820634,0.742249966,0.572894394,0.538024485,7.44
752,0.849958241,0.740444958,0.647894084,0.596253812,7.45
920,0.844926596,0.74173069,0.637003243,0.594927609,7.45
1435,0.847765267,0.747339666,0.6740188,0.612564921,7.45
2592,0.849207699,0.751964629,0.622400224,0.589597523,7.45
2674,0.869609594,0.756995797,0.680549443,0.625251234,7.45
325,0.792436481,0.723438561,0.582779884,0.545816243,7.46
1205,0.743578672,0.673374236,0.478463203,0.47518158,7.46
1517,0.825752914,0.748358369,0.617878616,0.573066235,7.46
1984,0.833952785,0.761179686,0.584246635,0.552197218,7.46
2763,0.859778821,0.774187148,0.610531986,0.573185742,7.46
2778,0.821994126,0.741459548,0.588249087,0.555830657,7.46
3738,0.758314788,0.688736618,0.532525659,0.519551516,7.46
3161,0.820825517,0.72812295,0.626507699,0.580125332,7.47
610,0.863336563,0.799932182,0.683224261,0.628084719,7.48
2269,0.857410252,0.75016129,0.664856493,0.612043262,7.48
418,0.824043751,0.734593093,0.587483644,0.552457809,7.49
1122,0.808870614,0.735308409,0.576546729,0.54657042,7.49
2396,0.831879556,0.733892977,0.623842299,0.579973757,7.49
584,0.759931982,0.701448023,0.488472581,0.478385776,7.5
1423,0.821538568,0.732162774,0.584592819,0.552630305,7.5
3412,0.831688643,0.737155795,0.612037659,0.563799262,7.5
196,0.793796241,0.696491301,0.534285486,0.510228932,7.51
523,0.77718401,0.703529239,0.57595861,0.539745212,7.51
969,0.819922149,0.725055933,0.57736522,0.547188997,7.51
1245,0.773886323,0.697794676,0.537996829,0.515018284,7.51
3269,0.81270498,0.734787107,0.545993388,0.523681045,7.51
3330,0.845298231,0.747340739,0.64747417,0.601098895,7.51
3672,0.874734044,0.77964437,0.670053899,0.602882564,7.51
556,0.877157748,0.775435984,0.765523612,0.669853866,7.52
682,0.80372715,0.729424119,0.57304436,0.547345996,7.52
1420,0.815695167,0.735016346,0.580349863,0.548572898,7.53
207,0.834780753,0.743614316,0.625437915,0.58631444,7.54
529,0.824291229,0.745695293,0.587566376,0.558283746,7.54
1003,0.852670491,0.761968195,0.688210845,0.618599117,7.54
182,0.801476777,0.729735672,0.563002408,0.540927052,7.55
374,0.83724755,0.738305688,0.616603196,0.576436162,7.55
618,0.764938772,0.684628189,0.508086443,0.48758471,7.55
765,0.835564792,0.753229916,0.627982497,0.570339084,7.55
1033,0.874336362,0.804267049,0.696047306,0.624755859,7.56
1075,0.808040977,0.734023154,0.55646348,0.527661502,7.56
2336,0.822000384,0.734799504,0.606339216,0.570237756,7.56
2541,0.82525003,0.724975884,0.642944753,0.581234694,7.56
3010,0.829301953,0.748685122,0.55215925,0.527429402,7.56
1218,0.838817656,0.728223026,0.620293558,0.57854861,7.57
2017,0.823618293,0.727433085,0.593709767,0.556465149,7.57
2714,0.846163273,0.750471234,0.670852125,0.599610627,7.57
987,0.786539733,0.706956625,0.586993873,0.53817153,7.58
1313,0.837709844,0.760348022,0.669416487,0.599778652,7.58
1379,0.786279738,0.698908508,0.561344683,0.533776104,7.58
2784,0.866184771,0.787054658,0.723859549,0.630796909,7.58
3766,0.763906658,0.679141045,0.50721091,0.499777287,7.58
338,0.818442583,0.722577333,0.621193469,0.582513094,7.59
305,0.788280129,0.70654434,0.548153579,0.533218741,7.6
346,0.840259731,0.76808989,0.569145799,0.540419519,7.6
841,0.799997628,0.722580194,0.569223702,0.549764574,7.6
1542,0.763206542,0.686498463,0.524426699,0.501354575,7.6
1968,0.83479774,0.737354636,0.602459669,0.563012958,7.6
3060,0.796810985,0.700996876,0.601490319,0.56069833,7.6
955,0.837519109,0.742341161,0.611244857,0.574899793,7.61
563,0.812962234,0.760070384,0.636042774,0.574830353,7.62
1887,0.854882419,0.755893707,0.675256133,0.612744868,7.62
1991,0.815014541,0.734704673,0.586501956,0.553557873,7.63
1939,0.860112727,0.774025917,0.702981353,0.638506234,7.64
2281,0.797761798,0.729956567,0.559580743,0.534797132,7.64
2354,0.827655435,0.722531259,0.613669515,0.575364292,7.64
665,0.815569401,0.733176172,0.585996389,0.545924962,7.65
1468,0.761129618,0.688658297,0.541763306,0.513388216,7.65
2708,0.855849147,0.759955943,0.64285171,0.597311437,7.65
3685,0.833530545,0.739896536,0.640414357,0.580946088,7.65
140,0.845401585,0.758212805,0.639101744,0.588560998,7.66
633,0.794910431,0.716839135,0.574493766,0.545497477,7.66
766,0.847017646,0.752148271,0.638958693,0.594368756,7.66
1554,0.790433884,0.697448909,0.566593647,0.537724912,7.66
2248,0.842038155,0.753980279,0.635095894,0.583578408,7.66
3067,0.808227897,0.724976659,0.59098804,0.556085467,7.66
3473,0.792378366,0.709318638,0.622305334,0.555432498,7.66
3750,0.790495276,0.717782915,0.485234797,0.479756534,7.66
1381,0.830738366,0.724202812,0.595255375,0.556881189,7.67
1642,0.828758001,0.753076553,0.568299949,0.537879705,7.68
2438,0.850201011,0.749906898,0.640274048,0.593990684,7.68
3238,0.846554637,0.749850392,0.611175895,0.570586622,7.68
160,0.838394344,0.73349148,0.633863091,0.590212941,7.69
263,0.845707119,0.743405402,0.653075695,0.604107499,7.69
778,0.821339846,0.72723794,0.624004006,0.577989161,7.69
2850,0.824160159,0.736379802,0.596757293,0.560456574,7.69
3720,0.773718476,0.697541475,0.538545191,0.514606774,7.69
3741,0.842432559,0.736255705,0.638520896,0.59391588,7.69
313,0.83704108,0.748360276,0.615694582,0.573656261,7.7
965,0.793385863,0.703478158,0.545061111,0.519728959,7.7
165,0.846962869,0.748760641,0.638684571,0.594152629,7.71
1479,0.841758072,0.770472765,0.630782068,0.585071504,7.71
1977,0.789791465,0.723706722,0.574344337,0.539559245,7.72
3758,0.843991816,0.752200007,0.622912169,0.576049507,7.72
50,0.855190516,0.757330596,0.592774272,0.558806658,7.73
3077,0.824066997,0.750388026,0.631562591,0.585283279,7.73
2719,0.860859632,0.785647154,0.601985931,0.557911396,7.74
3014,0.771404386,0.690183103,0.546028435,0.523544252,7.74
3055,0.813335657,0.713138461,0.605922461,0.568196476,7.74
3119,0.812400997,0.726979375,0.563883305,0.542243183,7.75
3735,0.822715104,0.733020663,0.587536871,0.550529957,7.75
1034,0.801604927,0.713206232,0.596889675,0.557109654,7.76
1397,0.858516812,0.758718431,0.711528361,0.627378464,7.76
2170,0.849562585,0.760672748,0.588129342,0.552328289,7.76
2239,0.849322438,0.747515798,0.723665893,0.650749683,7.76
2918,0.812344432,0.721166492,0.59235698,0.547509074,7.76
2930,0.852383435,0.755161524,0.64670217,0.583043098,7.76
3016,0.766377747,0.68006444,0.53256917,0.511952817,7.76
3355,0.838801861,0.741326749,0.639155686,0.5920555,7.76
1141,0.783166587,0.708310306,0.548283279,0.518281639,7.77
2011,0.823946178,0.727242827,0.58943069,0.558395267,7.77
2461,0.802240431,0.706770122,0.566604793,0.523873985,7.77
3780,0.809510231,0.748872578,0.551219702,0.520508111,7.77
217,0.835981429,0.738584757,0.628187835,0.585803509,7.78
1714,0.833496809,0.730219066,0.595828593,0.562017739,7.78
940,0.81810528,0.715281546,0.601033211,0.561374903,7.8
1541,0.844802082,0.75220418,0.642444849,0.59409517,7.8
2304,0.852043986,0.75481987,0.64836359,0.600019872,7.8
13,0.7876423,0.699774981,0.559756637,0.534718871,7.81
27,0.769073963,0.696510017,0.534652293,0.510812581,7.81
2108,0.809828937,0.744338274,0.589930236,0.555906832,7.81
267,0.856031418,0.779270053,0.704030812,0.639512539,7.82
3136,0.777628541,0.708188653,0.538460076,0.52249378,7.82
112,0.851515114,0.746471524,0.653743029,0.600054741,7.83
626,0.810317338,0.730950713,0.585565269,0.550722778,7.83
903,0.856068313,0.77696842,0.658658087,0.605404139,7.83
3066,0.839051723,0.740967751,0.638398528,0.587581336,7.83
3262,0.792064786,0.737684309,0.574127257,0.54780513,7.83
3535,0.847751737,0.752230942,0.657494724,0.615230858,7.83
2812,0.831798136,0.740580618,0.633767426,0.578647137,7.84
3323,0.795193791,0.702248514,0.58225733,0.554218531,7.84
3625,0.849425375,0.76620239,0.615290701,0.584799945,7.84
2294,0.846916497,0.749667823,0.643636167,0.59737128,7.85
3768,0.870875895,0.770131707,0.717752814,0.646529377,7.85
857,0.853299618,0.730712891,0.583368719,0.549093425,7.86
1441,0.85914439,0.766314268,0.700011909,0.636660755,7.86
2424,0.851917207,0.754888833,0.634408832,0.59010762,7.86
2884,0.849639654,0.746611297,0.625123978,0.58811307,7.87
3786,0.863817453,0.761829317,0.69878155,0.635155082,7.87
115,0.80363673,0.718179941,0.580598652,0.538081229,7.88
627,0.847341716,0.753164172,0.656315446,0.60362184,7.88
2289,0.848912477,0.766532362,0.63605547,0.591708422,7.88
3801,0.879731774,0.804361999,0.584611118,0.564008951,7.88
2972,0.854548156,0.777738452,0.661906362,0.595212102,7.9
3504,0.806592166,0.706454694,0.569398463,0.538986981,7.9
685,0.821453393,0.717431962,0.594787478,0.557735384,7.92
2373,0.830561817,1.050722241,0.618379951,0.573652267,7.92
3717,0.860687673,0.747564971,0.67927593,0.626034677,7.92
1934,0.848711133,0.757945955,0.726814806,0.656488061,7.93
3044,0.849144638,0.771813393,0.654322982,0.597404957,7.93
429,0.810209394,0.7255072,0.5728634,0.540161967,7.94
509,0.826606333,0.728611588,0.603310049,0.564689696,7.94
499,0.846060157,0.762196124,0.661564708,0.606285214,7.96
2680,0.767303824,0.698405147,0.568409324,0.541865408,7.96
3018,0.743717611,0.676754892,0.499470264,0.486724854,7.96
1588,0.72139895,0.66926986,0.482962817,0.475353956,7.97
989,0.781695068,0.703136563,0.556684554,0.520460069,7.98
2129,0.742318034,0.683891773,0.479118288,0.471444696,7.98
2306,0.745495617,0.699146688,0.423645675,0.418635607,7.98
32,0.761729956,0.690999091,0.540360153,0.493400633,7.99
1074,0.828465164,0.749901295,0.631887496,0.58455807,7.99
1935,0.842872739,0.750453353,0.620796561,0.581158042,7.99
2449,0.860393882,0.804317176,0.623232424,0.581173956,7.99
301,0.814742744,0.721682489,0.604168952,0.562020957,8
684,0.822365701,0.718727052,0.593786776,0.554408848,8
2861,0.828389108,0.750713885,0.598380864,0.55461663,8
3371,0.826529801,0.761175334,0.601810813,0.566130519,8
393,0.835189521,0.741159737,0.636906266,0.591757655,8.01
472,0.784130156,0.744038224,0.558969378,0.534615576,8.01
1082,0.835552514,0.74730885,0.623439729,0.572045922,8.01
3568,0.841688633,0.746089578,0.615054309,0.575556338,8.01
139,0.809833586,0.720768213,0.560949743,0.533815503,8.02
254,0.841829777,0.738518775,0.652660906,0.604112923,8.02
511,0.87703681,1.116219878,0.639300764,0.612950385,8.02
694,0.831644773,0.740381002,0.605223119,0.567786872,8.02
2977,0.825016201,0.751871228,0.594289899,0.560142279,8.02
2993,0.7967875,0.730176747,0.548753381,0.521100938,8.02
2446,0.858443439,0.767640531,0.677468538,0.614399314,8.03
2873,0.84619081,0.74980706,0.658739984,0.606686354,8.03
3240,0.866021574,0.770386159,0.645502985,0.5916363,8.03
1392,0.833690226,0.739626169,0.706974983,0.637919247,8.04
2168,0.852754116,0.757921815,0.671364427,0.608155549,8.04
2885,0.82880795,0.7361601,0.602066338,0.557006598,8.04
2917,0.868505001,0.76576978,0.666841984,0.628204465,8.04
3784,0.839186072,0.763030946,0.586469352,0.546083212,8.04
295,0.807901859,0.721685648,0.573073566,0.539712131,8.05
929,0.844922781,0.74442482,0.631627798,0.585696161,8.05
1256,0.850865483,0.771060646,0.654456556,0.601514518,8.05
1981,0.853708744,0.789115489,0.600631893,0.564172208,8.05
2243,0.817466259,0.73626858,0.585061371,0.547127187,8.05
2583,0.830016613,0.746333778,0.629112184,0.572218537,8.05
2594,0.863463938,0.767220855,0.680452228,0.625719011,8.05
2862,0.847130358,0.746380687,0.721330464,0.663452446,8.05
143,0.852599144,0.752464473,0.673321009,0.616529703,8.06
1060,0.841512978,0.734182298,0.69865185,0.615532219,8.06
2025,0.838763237,0.738633752,0.596761465,0.561891019,8.06
2346,0.829432428,0.723367333,0.626908779,0.587487996,8.06
2737,0.922784925,0.804355681,0.757775545,0.657995105,8.06
2202,0.829310894,0.731884003,0.601267099,0.56548053,8.07
2456,0.850696266,37.80904388,0.670691431,0.610350907,8.07
2672,0.856478989,0.755849361,0.667241335,0.613696575,8.07
3098,0.837517977,0.727934539,0.632092178,0.588931203,8.07
3464,0.836752594,0.730661273,0.621776998,0.579312325,8.07
2836,0.830111027,0.732432604,0.621149182,0.578095913,8.08
3654,0.842347503,0.742162347,0.651625931,0.602488458,8.08
162,0.854001701,0.750443399,0.676469505,0.615952611,8.09
1335,0.827168822,0.729332924,0.641589761,0.601965308,8.09
1853,0.779565632,0.698376536,0.532359481,0.511569381,8.09
2586,0.828288436,0.747108459,0.580764234,0.550629139,8.09
3579,0.851006389,0.751010597,0.650676847,0.602103233,8.09
327,0.841899216,0.874383986,0.649369299,0.602496088,8.1
1263,0.834878504,0.757545531,0.62595439,0.570976853,8.1
1443,0.851896465,0.756537318,0.651455641,0.601199389,8.1
2286,0.821604908,0.732455552,0.603758931,0.567809105,8.1
2602,0.858562887,0.761985242,0.680570185,0.619890869,8.1
2801,0.774348557,0.690520406,0.5770998,0.524371982,8.1
3114,0.804497719,0.720931888,0.571042895,0.544066131,8.1
862,0.83916378,0.743712068,0.64845711,0.582072318,8.11
1722,0.768277824,0.691277087,0.48892042,0.47820887,8.11
2895,0.870023906,0.796274841,0.730652809,0.630148768,8.11
3100,0.862140775,0.761808455,0.693682671,0.633597553,8.11
3200,0.820695639,0.716695189,0.63127327,0.578086793,8.11
3594,0.82194525,0.729519963,0.579999804,0.549448133,8.11
148,0.868596554,0.781640589,0.628531575,0.587586999,8.12
289,0.822431684,0.725191832,0.609504819,0.571281135,8.12
961,0.840385854,0.744009793,0.602170169,0.567916214,8.12
1081,0.817081869,0.738405168,0.618173182,0.582000792,8.12
1165,0.883277714,0.792688489,0.7089836,0.64177072,8.12
2839,0.840667844,0.742566645,0.629152656,0.587191761,8.12
3515,0.842135549,0.747427702,0.666810751,0.593608856,8.12
3620,0.846332908,0.751523852,0.626016319,0.583507836,8.12
383,0.879652321,0.778519452,0.7381531,0.660205066,8.13
1187,0.794183195,0.713781118,0.614358902,0.559641898,8.13
2448,0.835741401,0.759464145,0.630204141,0.584222853,8.13
2591,0.821362197,0.740607142,0.581722379,0.549278975,8.13
2810,0.794465363,0.710321486,0.528358877,0.509521008,8.13
525,0.766122222,0.684508085,0.513061047,0.499776781,8.14
1045,0.847313941,0.793246567,0.658133388,0.599837065,8.14
3094,0.843454897,0.733998179,0.701865375,0.641518056,8.14
3277,0.869329095,0.780066133,0.62485522,0.587241888,8.14
602,0.858232379,0.769923151,0.69173944,0.61560154,8.15
2952,0.83851254,0.768424332,0.580419183,0.546698928,8.15
3549,0.826085925,0.728743911,0.61447829,0.576721787,8.15
747,0.83973676,0.745240748,0.657284737,0.600414693,8.16
2000,0.868043482,0.775644004,0.698179424,0.633831263,8.16
2209,0.852945268,0.749945045,0.620594025,0.591440439,8.16
2978,0.843328595,0.782200754,0.600421846,0.561504304,8.16
1052,0.788335383,0.719955325,0.536499143,0.51125139,8.17
1129,0.803905487,0.726934612,0.583662391,0.550194323,8.17
1929,0.826075435,0.721973658,0.633680701,0.588735163,8.17
703,0.830570161,0.727209389,0.610983551,0.570579946,8.18
1051,0.746702611,0.672534645,0.497667849,0.481255263,8.18
1670,0.775610149,0.69353646,0.551214874,0.530533016,8.18
2028,0.836589098,0.741409719,0.603669345,0.570642471,8.18
2366,0.854142666,0.755456865,0.661149263,0.60757333,8.18
2512,0.774105251,0.689874887,0.553472817,0.519715667,8.18
39,0.851294935,0.751398325,0.646895289,0.600282192,8.19
1083,0.856460571,0.756526053,0.677057385,0.621079981,8.19
1759,0.816582084,0.732851803,0.619572818,0.579098463,8.2
2244,0.852032065,0.755587578,0.654829681,0.604765713,8.2
2700,0.849044204,0.749006093,0.646598041,0.596564114,8.2
2881,0.816128075,0.72883004,0.593249857,0.558591425,8.2
3047,0.852364421,0.76811713,0.642874658,0.598519266,8.2
3810,0.836133242,0.750711381,0.633586407,0.587628961,8.2
292,0.791938663,0.699527681,0.555682003,0.52865243,8.21
2082,0.847180724,0.750623405,0.669768453,0.613881767,8.21
889,0.851999044,0.753854096,0.686430514,0.629171073,8.22
776,0.852084816,0.74994427,0.658183992,0.607019961,8.23
836,0.876376688,0.771986008,0.721970439,0.65388,8.23
229,0.861080468,0.76231581,0.682269692,0.626960576,8.24
310,0.815012753,0.733125925,0.602031469,0.559529841,8.24
804,0.851285517,0.759569049,0.669920623,0.615297139,8.24
2264,0.845315933,0.748850107,0.632765472,0.589361429,8.24
307,0.803599775,0.704905808,0.563122749,0.536809683,8.25
1504,0.768362284,0.69316256,0.532471478,0.511887252,8.25
2160,0.879031301,0.802416265,0.530277073,0.523571074,8.25
2411,0.854833245,0.761163056,0.629896641,0.58265233,8.25
1224,0.840627432,0.756590843,0.629554033,0.585963547,8.26
1401,0.870593667,0.782689929,0.711918771,0.632706881,8.26
195,0.813069105,0.723003149,0.581247509,0.544763446,8.27
474,0.841232121,0.757953644,0.641889393,0.587783754,8.27
1696,0.800631344,0.735875189,0.557145774,0.530420721,8.27
3745,0.82701844,0.731993675,0.6168046,0.581435025,8.27
769,0.830401778,0.746196449,0.591379583,0.557627022,8.28
855,0.801568747,0.761476338,0.519928217,0.508072197,8.28
278,0.81348902,0.725160897,0.594781756,0.561382771,8.29
498,0.736331403,0.660004139,0.483087003,0.478064895,8.29
1012,0.843292415,0.731052935,0.630420625,0.593402386,8.29
1076,0.828999758,0.730352581,0.609842956,0.572016418,8.29
2482,0.803765893,0.739480138,0.583821595,0.558029234,8.29
2887,0.862670779,0.788380563,0.540525854,0.524618506,8.29
3085,0.841805279,0.745591402,0.633417487,0.582428217,8.29
2149,0.863035679,0.750210941,0.659647226,0.612401843,8.3
